"","Customer","Geographic indicator","Months with service","Age in years","Marital status","Years at current address","Household income in thousands","Level of education","Years with current employer","Retired","Gender","Number of people in household","Customer category","Toll free service","Equipment rental","Calling card service","Wireless service","Long distance last month","Toll free last month","Equipment last month","Calling card last month","Wireless last month","Long distance over tenure","Toll free over tenure","Equipment over tenure","Calling card over tenure","Wireless over tenure","Multiple lines","Voice mail","Paging service","Internet","Caller ID","Call waiting","Call forwarding","Three way calling","Electronic billing","churn"
"488","ID0488","Zone 2",54,56,"Unmarried",8,207,"Completed High School",35,"No","Female",1,"Category 3","Yes","No","Yes","No",9,25.25,0,9,0,464.65,1352.25,0,455,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"489","ID0489","Zone 1",72,55,"Married",28,40,"Did Not Complete High School",11,"No","Male",5,"Category 2","No","No","Yes","No",34.25,0,0,35.75,0,2472.65,0,0,2770,0,"Yes","No","No","No","No","No","No","No","No","No"
"490","ID0490","Zone 1",18,29,"Unmarried",4,40,"Completed High School",1,"No","Male",1,"Category 3","No","Yes","No","No",9.5,0,27.35,0,0,196.2,0,401.65,0,0,"No","No","No","Yes","Yes","Yes","Yes","No","No","No"
"491","ID0491","Zone 3",25,29,"Unmarried",9,55,"Graduate",1,"No","Male",1,"Category 1","Yes","No","No","No",5.25,24.75,0,0,0,147.95,612.45,0,0,0,"No","No","No","No","Yes","No","No","No","Yes","No"
"492","ID0492","Zone 1",42,62,"Unmarried",26,26,"Did Not Complete High School",35,"Yes","Female",1,"Category 1","No","No","Yes","No",8.75,0,0,27,0,337.75,0,0,1070,0,"No","No","No","No","No","No","No","No","Yes","No"
"493","ID0493","Zone 3",4,37,"Unmarried",2,41,"Completed High School",8,"No","Male",1,"Category 1","Yes","Yes","Yes","No",2.8,13.5,29.9,16.5,0,5.3,45.75,83.55,60,0,"No","No","Yes","Yes","No","Yes","No","No","No","Yes"
"494","ID0494","Zone 2",12,50,"Married",16,203,"Graduate",25,"No","Male",2,"Category 1","Yes","No","Yes","Yes",4.95,22,0,11.25,28.3,71.5,284.7,0,120,315.7,"No","No","Yes","No","No","Yes","No","No","Yes","No"
"495","ID0495","Zone 2",53,64,"Married",17,380,"Completed High School",36,"No","Female",2,"Category 3","Yes","No","Yes","No",12.85,40.25,0,15,0,687.9,2104.3,0,825,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"496","ID0496","Zone 2",13,38,"Married",8,104,"Graduate",6,"No","Male",7,"Category 4","Yes","No","Yes","Yes",10.25,21.5,0,25.75,58.85,160.4,274,0,325,723.35,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"497","ID0497","Zone 3",18,31,"Married",12,24,"Undergraduate",4,"No","Male",4,"Category 2","No","No","No","No",12.15,0,0,0,0,202.2,0,0,0,0,"Yes","No","No","No","No","No","No","No","Yes","No"
"498","ID0498","Zone 3",67,42,"Married",20,81,"Undergraduate",20,"No","Female",5,"Category 4","Yes","No","Yes","Yes",24.4,41.25,0,9.5,36.7,1701,2799.45,0,615,2481.65,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"499","ID0499","Zone 2",6,24,"Unmarried",2,17,"Did Not Complete High School",1,"No","Male",1,"Category 3","Yes","No","Yes","No",3.25,21,0,15.25,0,29.25,132.2,0,45,0,"No","No","No","No","Yes","Yes","No","Yes","No","No"
"500","ID0500","Zone 1",25,46,"Unmarried",13,45,"Did Not Complete High School",12,"No","Female",1,"Category 3","Yes","No","No","No",5.4,16,0,0,0,155,408.05,0,0,0,"No","Yes","No","No","No","Yes","Yes","No","No","No"
"501","ID0501","Zone 2",15,39,"Unmarried",19,32,"Completed High School",2,"No","Male",1,"Category 2","No","Yes","No","No",3.45,0,31.85,0,0,44.45,0,462.75,0,0,"Yes","Yes","No","No","No","No","No","No","Yes","Yes"
"502","ID0502","Zone 3",32,35,"Unmarried",12,57,"Graduate",5,"No","Male",1,"Category 2","Yes","Yes","No","No",8.6,11,30.05,0,0,259.3,335.15,975.8,0,0,"Yes","No","No","No","No","No","No","No","No","Yes"
"503","ID0503","Zone 2",22,39,"Unmarried",0,63,"Graduate",9,"No","Male",1,"Category 2","No","Yes","No","No",6.2,0,21.35,0,0,121.7,0,425.25,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"504","ID0504","Zone 2",8,22,"Unmarried",3,25,"Graduate",0,"No","Male",1,"Category 3","Yes","No","Yes","Yes",8,32.25,0,18.25,19.45,61.55,264,0,155,153.7,"No","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"505","ID0505","Zone 1",3,31,"Married",4,22,"Did Not Complete High School",1,"No","Male",2,"Category 1","No","Yes","No","No",3.4,0,22.7,0,0,7.6,0,35.45,0,0,"No","No","No","Yes","No","Yes","No","No","Yes","Yes"
"506","ID0506","Zone 2",32,54,"Unmarried",6,155,"Completed High School",20,"No","Male",1,"Category 1","No","No","No","No",16.35,0,0,0,0,528.5,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"507","ID0507","Zone 1",49,54,"Unmarried",24,30,"Completed High School",5,"No","Male",1,"Category 2","No","No","Yes","No",15.5,0,0,14.25,0,754.8,0,0,625,0,"Yes","No","No","No","No","No","Yes","No","No","No"
"508","ID0508","Zone 2",2,28,"Unmarried",7,46,"Undergraduate",0,"No","Female",1,"Category 4","No","No","No","Yes",3.45,0,0,0,15.1,6.55,0,0,0,10.45,"Yes","No","Yes","No","Yes","Yes","No","Yes","Yes","No"
"509","ID0509","Zone 1",39,47,"Unmarried",1,68,"Graduate",10,"No","Female",2,"Category 2","No","No","No","No",8.3,0,0,0,0,308.55,0,0,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","No"
"510","ID0510","Zone 1",42,33,"Unmarried",2,67,"Completed High School",5,"No","Male",2,"Category 2","No","No","Yes","No",6.7,0,0,25.25,0,270.2,0,0,1075,0,"Yes","No","No","No","No","No","No","Yes","No","No"
"511","ID0511","Zone 1",28,36,"Unmarried",3,69,"Undergraduate",2,"No","Male",1,"Category 4","Yes","Yes","Yes","Yes",6.05,25.25,41.55,31.75,36.6,153.05,697.05,1117.15,835,1020.95,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes"
"512","ID0512","Zone 2",41,46,"Married",14,47,"Completed High School",11,"No","Male",5,"Category 4","Yes","Yes","Yes","Yes",6.3,41.25,55.8,20,50.95,279.7,1665,2197.6,830,1956.7,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"513","ID0513","Zone 3",67,50,"Married",31,83,"Completed High School",12,"No","Male",2,"Category 2","No","Yes","Yes","No",29.45,0,22.65,19,0,1921.55,0,1515.4,1240,0,"Yes","No","No","No","No","No","No","No","Yes","No"
"514","ID0514","Zone 1",38,40,"Unmarried",15,34,"Completed High School",11,"No","Female",1,"Category 2","No","Yes","Yes","No",4.25,0,19.8,7,0,157.6,0,779.65,275,0,"Yes","No","No","Yes","No","No","No","No","No","No"
"515","ID0515","Zone 2",18,38,"Unmarried",8,45,"Completed High School",2,"No","Female",4,"Category 4","Yes","Yes","Yes","Yes",2.7,31.5,36.25,15,23.4,45.6,609.2,654.75,270,422.5,"No","Yes","No","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"516","ID0516","Zone 2",6,42,"Married",17,29,"Completed High School",2,"No","Female",2,"Category 4","Yes","No","Yes","Yes",4.3,25.75,0,29,31.9,13.4,159.15,0,165,162,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"517","ID0517","Zone 2",4,36,"Unmarried",0,21,"Completed High School",1,"No","Female",3,"Category 1","No","No","No","No",3.3,0,0,0,0,22.1,0,0,0,0,"No","No","No","No","No","No","No","Yes","No","No"
"518","ID0518","Zone 1",13,23,"Married",3,30,"Undergraduate",0,"No","Female",4,"Category 4","Yes","Yes","No","No",5.15,24.25,28.85,0,0,53.5,294.55,294.35,0,0,"Yes","Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes"
"519","ID0519","Zone 1",20,35,"Unmarried",0,78,"Graduate",7,"No","Male",1,"Category 4","No","Yes","No","Yes",5.5,0,46.1,0,35.25,97.15,0,825.45,0,701.05,"Yes","Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes"
"520","ID0520","Zone 1",34,49,"Married",27,61,"Undergraduate",15,"No","Female",2,"Category 3","Yes","No","No","No",12.65,34.25,0,0,0,414.9,1119.35,0,0,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"521","ID0521","Zone 1",46,29,"Married",4,90,"Doctorate",3,"No","Male",4,"Category 4","Yes","No","Yes","Yes",16.85,40.5,0,34.5,39.8,736.45,1817.75,0,1480,1783.15,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"522","ID0522","Zone 1",48,41,"Unmarried",21,43,"Completed High School",7,"No","Male",1,"Category 2","No","No","Yes","No",19.5,0,0,11.75,0,887.7,0,0,530,0,"Yes","No","No","No","No","No","No","No","No","No"
"523","ID0523","Zone 3",69,61,"Married",12,301,"Completed High School",37,"No","Male",2,"Category 3","Yes","Yes","Yes","Yes",26.05,36.75,41.85,16.25,38.45,1738.15,2589.3,2768.85,1110,2590.2,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"524","ID0524","Zone 1",32,34,"Married",7,32,"Completed High School",15,"No","Male",4,"Category 1","No","No","No","No",9.25,0,0,0,0,285.75,0,0,0,0,"No","No","No","No","No","No","No","Yes","No","No"
"525","ID0525","Zone 1",29,29,"Unmarried",9,41,"Completed High School",9,"No","Male",2,"Category 2","Yes","Yes","No","No",4.75,23,37.45,0,0,112,626.6,1010.1,0,0,"Yes","No","No","No","No","No","Yes","Yes","Yes","Yes"
"526","ID0526","Zone 3",55,52,"Unmarried",22,127,"Did Not Complete High School",28,"No","Female",3,"Category 2","No","No","Yes","No",7.05,0,0,20.25,0,400.55,0,0,1150,0,"Yes","Yes","No","No","No","No","No","No","Yes","No"
"527","ID0527","Zone 3",72,60,"Married",36,271,"Did Not Complete High School",43,"No","Female",2,"Category 3","No","No","Yes","No",21.7,0,0,52.25,0,1580.4,0,0,3665,0,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","No"
"528","ID0528","Zone 3",29,26,"Unmarried",1,32,"Undergraduate",2,"No","Female",1,"Category 1","No","No","Yes","No",3.4,0,0,15.75,0,111.5,0,0,440,0,"No","Yes","No","No","No","No","No","Yes","No","No"
"529","ID0529","Zone 2",50,25,"Married",1,36,"Graduate",2,"No","Female",5,"Category 4","No","Yes","Yes","Yes",13.05,0,40.6,10.25,40.85,682.2,0,1928.2,545,1964.2,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"530","ID0530","Zone 3",35,50,"Married",11,293,"Undergraduate",21,"No","Male",2,"Category 1","No","Yes","No","No",12.25,0,23.9,0,0,416.4,0,793.4,0,0,"No","No","No","No","No","No","No","No","Yes","No"
"531","ID0531","Zone 3",11,63,"Unmarried",9,41,"Undergraduate",3,"No","Male",1,"Category 1","No","Yes","No","No",4.15,0,29.9,0,0,46.35,0,299.65,0,0,"No","No","No","Yes","No","No","No","No","Yes","Yes"
"532","ID0532","Zone 1",9,29,"Unmarried",9,39,"Undergraduate",5,"No","Female",1,"Category 1","No","No","No","No",4.2,0,0,0,0,22,0,0,0,0,"No","No","No","No","No","No","No","No","Yes","No"
"533","ID0533","Zone 2",51,48,"Unmarried",27,58,"Did Not Complete High School",18,"No","Male",1,"Category 3","Yes","No","Yes","No",19.2,25.75,0,9.25,0,964.85,1320.05,0,390,0,"No","No","No","No","Yes","No","Yes","Yes","No","No"
"534","ID0534","Zone 1",33,34,"Married",2,28,"Did Not Complete High School",3,"No","Female",3,"Category 2","No","No","No","No",13.4,0,0,0,0,438.9,0,0,0,0,"Yes","No","No","Yes","Yes","No","No","No","No","No"
"535","ID0535","Zone 1",25,20,"Unmarried",0,15,"Completed High School",0,"No","Male",2,"Category 3","Yes","No","Yes","No",10.7,23,0,18.75,0,296.75,572.25,0,405,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"536","ID0536","Zone 3",31,34,"Unmarried",9,105,"Graduate",7,"No","Female",4,"Category 3","No","No","Yes","No",6.45,0,0,5.75,0,182.35,0,0,170,0,"No","No","No","No","No","Yes","No","Yes","No","No"
"537","ID0537","Zone 2",67,40,"Married",10,80,"Graduate",8,"No","Female",2,"Category 4","Yes","Yes","Yes","Yes",33.05,21.75,53.55,18.75,48.05,2225.15,1391.6,3532.1,1215,3185.35,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"538","ID0538","Zone 3",55,45,"Unmarried",8,36,"Completed High School",9,"No","Male",3,"Category 3","Yes","No","Yes","No",25.65,41.75,0,11.75,0,1423,2294.75,0,630,0,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"539","ID0539","Zone 3",19,50,"Unmarried",7,112,"Graduate",3,"No","Female",1,"Category 4","No","Yes","Yes","Yes",7.15,0,44.8,14.25,46.55,160.2,0,817.25,265,893.75,"Yes","Yes","Yes","No","Yes","Yes","No","Yes","Yes","No"
"540","ID0540","Zone 1",39,34,"Married",11,55,"Graduate",10,"No","Female",4,"Category 4","Yes","Yes","Yes","Yes",18.45,33.75,56.95,35.5,47.85,742.5,1307.8,2171.65,1385,1867.5,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"541","ID0541","Zone 2",52,35,"Married",8,40,"Graduate",1,"No","Male",2,"Category 3","Yes","Yes","Yes","Yes",10.75,33.5,35.3,11,44.6,546.65,1772.35,1726.45,615,2407.15,"Yes","Yes","No","No","Yes","Yes","Yes","Yes","No","No"
"542","ID0542","Zone 3",55,37,"Married",15,23,"Completed High School",0,"No","Female",5,"Category 3","Yes","No","Yes","No",12.95,32.5,0,26.25,0,716.25,1783.55,0,1355,0,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","No"
"543","ID0543","Zone 2",25,62,"Unmarried",27,28,"Graduate",33,"Yes","Female",1,"Category 4","Yes","Yes","Yes","Yes",8.3,14.75,52,18,47,160.4,359.25,1183.65,430,1117.55,"Yes","Yes","Yes","No","Yes","Yes","Yes","Yes","Yes","No"
"544","ID0544","Zone 3",33,58,"Unmarried",12,21,"Completed High School",23,"Yes","Female",1,"Category 1","No","No","Yes","No",8.8,0,0,20.75,0,264.05,0,0,690,0,"No","No","No","No","No","No","No","No","No","No"
"545","ID0545","Zone 2",48,35,"Unmarried",5,63,"Graduate",12,"No","Male",2,"Category 3","No","No","Yes","No",13.4,0,0,27.5,0,560.55,0,0,1315,0,"Yes","No","Yes","No","Yes","Yes","Yes","Yes","No","No"
"546","ID0546","Zone 2",48,31,"Married",12,52,"Graduate",3,"No","Male",3,"Category 4","Yes","Yes","Yes","Yes",8.15,26.5,50.95,31.75,55.55,364.8,1323.5,2289.7,1410,2725.3,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"547","ID0547","Zone 2",49,57,"Unmarried",3,189,"Did Not Complete High School",31,"No","Female",3,"Category 1","No","No","Yes","No",11,0,0,8.75,0,476.15,0,0,405,0,"No","No","No","No","No","No","No","No","No","No"
"548","ID0548","Zone 3",54,32,"Married",0,50,"Did Not Complete High School",15,"No","Male",3,"Category 3","Yes","Yes","Yes","No",18.15,46.25,49.2,21.25,0,958.7,2530.9,2610.6,1105,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"549","ID0549","Zone 1",45,32,"Married",9,23,"Did Not Complete High School",15,"No","Male",4,"Category 1","No","No","No","No",9.85,0,0,0,0,469.1,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"550","ID0550","Zone 3",4,37,"Married",1,33,"Completed High School",15,"No","Female",5,"Category 1","No","Yes","No","No",2.45,0,21.9,0,0,19.25,0,65.1,0,0,"No","No","No","Yes","No","No","No","No","Yes","Yes"
"551","ID0551","Zone 3",49,27,"Married",3,29,"Undergraduate",6,"No","Female",3,"Category 2","No","Yes","No","No",10.4,0,44,0,0,476.45,0,2096.75,0,0,"Yes","Yes","No","Yes","No","No","No","No","Yes","No"
"552","ID0552","Zone 2",23,35,"Unmarried",2,96,"Undergraduate",4,"No","Male",1,"Category 4","No","Yes","Yes","Yes",6.4,0,37.6,22.75,46.2,160.3,0,788.4,450,979.25,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"553","ID0553","Zone 2",31,44,"Unmarried",23,80,"Doctorate",15,"No","Male",1,"Category 2","Yes","Yes","No","No",14.05,9.25,30.35,0,0,465.2,306.05,916.5,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"554","ID0554","Zone 2",55,44,"Married",2,68,"Completed High School",15,"No","Male",5,"Category 3","Yes","No","Yes","No",6.6,43.5,0,29.5,0,350.85,2423.3,0,1685,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"555","ID0555","Zone 1",9,28,"Unmarried",7,30,"Did Not Complete High School",4,"No","Female",6,"Category 1","No","No","No","No",4.2,0,0,0,0,47.45,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"556","ID0556","Zone 2",55,57,"Married",25,34,"Completed High School",12,"No","Male",3,"Category 1","No","No","Yes","No",14.6,0,0,29.5,0,785.4,0,0,1600,0,"No","No","No","No","No","No","No","No","No","No"
"557","ID0557","Zone 1",34,30,"Unmarried",3,35,"Completed High School",2,"No","Female",3,"Category 3","Yes","No","Yes","No",9.05,21.5,0,8,0,333,695.95,0,275,0,"No","Yes","No","No","Yes","Yes","Yes","Yes","Yes","No"
"558","ID0558","Zone 1",10,23,"Unmarried",4,36,"Completed High School",1,"No","Male",3,"Category 3","Yes","No","Yes","No",8.55,14.75,0,22,0,86.05,142.05,0,200,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"559","ID0559","Zone 2",62,76,"Unmarried",20,35,"Undergraduate",18,"Yes","Female",1,"Category 2","No","No","Yes","No",17.25,0,0,17.75,0,1045.7,0,0,1085,0,"Yes","No","No","No","Yes","No","No","No","Yes","No"
"560","ID0560","Zone 2",51,36,"Unmarried",13,62,"Undergraduate",9,"No","Male",2,"Category 4","Yes","No","Yes","Yes",5.65,36.25,0,19.75,40.4,305.75,1872.75,0,995,2005.45,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"561","ID0561","Zone 1",65,48,"Unmarried",28,94,"Did Not Complete High School",25,"No","Male",1,"Category 2","No","No","Yes","No",10.4,0,0,22.5,0,664.65,0,0,1470,0,"Yes","No","No","No","No","No","No","No","No","No"
"562","ID0562","Zone 3",53,33,"Unmarried",1,60,"Did Not Complete High School",6,"No","Male",2,"Category 4","Yes","No","Yes","Yes",17.65,28.5,0,41,28.55,950.7,1502.2,0,2170,1524.6,"No","Yes","Yes","No","Yes","Yes","Yes","Yes","No","No"
"563","ID0563","Zone 1",23,35,"Unmarried",4,118,"Completed High School",11,"No","Male",1,"Category 1","No","Yes","No","No",7.9,0,30.15,0,0,196.95,0,672.4,0,0,"No","Yes","No","Yes","No","No","No","No","Yes","Yes"
"564","ID0564","Zone 3",1,30,"Unmarried",3,135,"Graduate",3,"No","Male",3,"Category 1","Yes","Yes","Yes","No",1.1,5.75,22.8,2.75,0,1.1,5.75,22.8,2.75,0,"No","No","No","Yes","Yes","No","No","No","Yes","Yes"
"565","ID0565","Zone 3",66,55,"Unmarried",20,80,"Completed High School",24,"No","Female",1,"Category 3","Yes","No","Yes","No",14,30.75,0,14.75,0,938.35,2128.2,0,965,0,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","No"
"566","ID0566","Zone 3",8,27,"Married",0,21,"Undergraduate",3,"No","Female",2,"Category 2","No","Yes","No","No",3.65,0,36.45,0,0,38.05,0,235.75,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"567","ID0567","Zone 3",18,28,"Married",3,22,"Did Not Complete High School",2,"No","Female",5,"Category 1","No","No","Yes","No",3.15,173,0,9.5,0,55.55,0,0,175,0,"No","No","No","No","No","No","No","No","No","No"
"568","ID0568","Zone 3",36,32,"Married",3,63,"Graduate",7,"No","Male",4,"Category 2","No","Yes","Yes","No",6.2,0,29.55,12.75,0,229.5,0,991.35,415,0,"Yes","No","No","Yes","No","No","No","Yes","No","No"
"569","ID0569","Zone 1",13,40,"Unmarried",16,142,"Completed High School",18,"No","Female",1,"Category 1","No","No","No","No",8.45,0,0,0,0,109.85,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"570","ID0570","Zone 3",4,44,"Unmarried",15,32,"Undergraduate",0,"No","Female",1,"Category 3","Yes","Yes","Yes","No",2.1,13.75,25.95,8.75,0,6.9,44.95,82.25,25,0,"No","Yes","No","Yes","Yes","No","Yes","Yes","No","No"
"571","ID0571","Zone 3",20,32,"Unmarried",10,19,"Undergraduate",5,"No","Male",1,"Category 2","No","Yes","No","No",6.85,0,36.05,0,0,106.5,0,701.5,0,0,"Yes","No","No","Yes","No","No","No","No","Yes","Yes"
"572","ID0572","Zone 1",66,39,"Married",12,60,"Graduate",10,"No","Male",3,"Category 4","Yes","Yes","Yes","Yes",20.15,39.25,46.3,17.25,36.4,1443.75,2490.65,2895.25,1055,2322.2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"573","ID0573","Zone 3",67,47,"Married",7,97,"Did Not Complete High School",23,"No","Male",4,"Category 3","No","No","Yes","No",22.4,0,0,18.5,0,1464.9,0,0,1225,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"574","ID0574","Zone 1",11,24,"Married",0,31,"Completed High School",3,"No","Female",4,"Category 4","Yes","Yes","Yes","Yes",5.4,16,39.2,13.75,33.55,83.15,189.45,422.8,140,331.65,"No","Yes","Yes","Yes","Yes","Yes","Yes","No","Yes","Yes"
"575","ID0575","Zone 1",6,26,"Unmarried",7,30,"Undergraduate",1,"No","Female",2,"Category 1","No","Yes","No","No",6.35,0,19.75,0,0,30.8,0,109.25,0,0,"No","No","No","Yes","No","No","No","No","No","Yes"
"576","ID0576","Zone 2",13,23,"Married",4,31,"Did Not Complete High School",5,"No","Female",4,"Category 1","No","Yes","No","Yes",4.6,0,35.45,0,27.7,54.85,0,398.95,0,339.75,"No","Yes","Yes","Yes","No","No","No","No","Yes","No"
"577","ID0577","Zone 2",2,29,"Married",3,44,"Completed High School",9,"No","Female",6,"Category 4","Yes","Yes","Yes","Yes",2.1,16.25,43.2,12.25,33.6,5.1,31.3,47.05,5,24.2,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"578","ID0578","Zone 1",4,40,"Unmarried",12,38,"Completed High School",5,"No","Male",1,"Category 1","No","No","Yes","No",8.15,0,0,12,0,32.25,0,0,25,0,"No","No","No","No","No","No","No","No","No","No"
"579","ID0579","Zone 1",34,63,"Married",10,23,"Completed High School",0,"No","Female",2,"Category 4","Yes","Yes","Yes","Yes",14.3,19.5,39.6,15.25,28.95,459.05,616.5,1396.3,495,984.1,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes"
"580","ID0580","Zone 1",13,34,"Married",6,37,"Undergraduate",6,"No","Male",4,"Category 3","No","No","No","No",6.85,0,0,0,0,102.5,0,0,0,0,"No","No","No","No","No","Yes","No","Yes","No","No"
"581","ID0581","Zone 2",37,40,"Married",14,26,"Completed High School",0,"No","Male",5,"Category 2","No","No","Yes","No",18.9,0,0,12,0,653.15,0,0,470,0,"Yes","No","No","No","No","No","No","No","Yes","No"
"582","ID0582","Zone 1",45,30,"Married",8,38,"Completed High School",5,"No","Male",6,"Category 3","No","No","Yes","No",12.75,0,0,23.75,0,622.15,0,0,1015,0,"Yes","No","No","No","No","Yes","Yes","Yes","No","No"
"583","ID0583","Zone 2",71,70,"Unmarried",30,153,"Undergraduate",34,"Yes","Female",1,"Category 3","Yes","No","Yes","Yes",30.55,46.25,0,26.25,46.7,2291.1,3114.95,0,1805,3292.65,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","No"
"584","ID0584","Zone 1",35,40,"Unmarried",5,49,"Did Not Complete High School",20,"No","Female",1,"Category 1","No","No","No","No",3.4,0,0,0,0,107.85,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"585","ID0585","Zone 3",44,41,"Unmarried",21,51,"Undergraduate",7,"No","Male",1,"Category 1","No","Yes","Yes","No",4.95,0,31.55,10.75,0,203.65,0,1301.85,460,0,"No","No","No","Yes","No","No","No","No","Yes","No"
"586","ID0586","Zone 3",44,45,"Married",19,88,"Did Not Complete High School",21,"No","Male",2,"Category 3","Yes","No","Yes","No",11.9,25.25,0,8.25,0,524.25,1108.4,0,305,0,"Yes","No","No","No","Yes","Yes","Yes","Yes","No","No"
"587","ID0587","Zone 1",26,41,"Married",20,19,"Did Not Complete High School",0,"No","Female",6,"Category 1","No","No","No","No",5.45,0,0,0,0,165.4,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"588","ID0588","Zone 2",42,46,"Married",9,31,"Did Not Complete High School",12,"No","Female",3,"Category 1","No","No","Yes","No",5.9,0,0,23,0,277.65,0,0,945,0,"No","No","No","No","No","No","No","Yes","No","No"
"589","ID0589","Zone 2",41,47,"Married",6,90,"Completed High School",19,"No","Male",3,"Category 1","No","Yes","Yes","No",6.7,0,20.2,31.25,0,251.35,0,825.15,1240,0,"No","No","No","Yes","No","No","No","No","No","No"
"590","ID0590","Zone 1",31,24,"Married",3,14,"Did Not Complete High School",0,"No","Male",4,"Category 1","No","No","No","No",7.2,0,0,0,0,231.75,0,0,0,0,"No","No","No","No","No","No","No","No","No","No"
"591","ID0591","Zone 3",62,63,"Unmarried",43,341,"Completed High School",30,"No","Male",1,"Category 3","No","No","Yes","No",14.6,0,0,14.25,0,912.4,0,0,845,0,"No","Yes","No","Yes","Yes","Yes","No","Yes","No","No"
"592","ID0592","Zone 1",12,23,"Married",2,24,"Graduate",0,"No","Female",8,"Category 4","Yes","No","Yes","Yes",3.2,41,0,15.75,35.4,35.5,502,0,210,373,"No","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No","No"
"593","ID0593","Zone 2",45,49,"Married",27,81,"Completed High School",7,"No","Female",4,"Category 3","Yes","No","Yes","No",13.85,50.5,0,21,0,583.1,2284.25,0,935,0,"No","No","No","No","Yes","Yes","Yes","Yes","No","No"
"594","ID0594","Zone 1",47,34,"Married",4,63,"Completed High School",13,"No","Female",4,"Category 1","No","No","Yes","No",18.95,0,0,30.5,0,880.75,0,0,1395,0,"No","No","No","No","No","No","No","No","No","No"
"595","ID0595","Zone 2",23,22,"Married",1,27,"Did Not Complete High School",4,"No","Male",5,"Category 3","Yes","No","Yes","No",7.9,23,0,15.75,0,210.85,515.8,0,345,0,"Yes","No","No","No","Yes","Yes","Yes","No","No","No"
"596","ID0596","Zone 3",39,34,"Unmarried",4,20,"Doctorate",3,"No","Female",1,"Category 4","Yes","Yes","Yes","Yes",9.55,21.25,59.2,10,79.2,375.4,872.5,2361.9,385,2973,"Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","Yes","No"
"597","ID0597","Zone 2",19,26,"Unmarried",2,48,"Undergraduate",0,"No","Male",2,"Category 3","No","No","Yes","No",7.55,0,0,6.5,0,156.15,0,0,105,0,"No","Yes","No","No","Yes","Yes","Yes","No","No","No"
"598","ID0598","Zone 1",13,54,"Unmarried",12,121,"Graduate",23,"No","Male",1,"Category 3","No","No","No","No",7.3,0,0,0,0,102.4,0,0,0,0,"No","No","No","No","Yes","No","Yes","Yes","No","No"
